"CustomerID","Cluster","Segment"
14886,"1","Average Customers"
14887,"3","Potential Loyalists"
14888,"1","Average Customers"
14889,"1","Average Customers"
14890,"1","Average Customers"
14891,"1","Average Customers"
14893,"3","Potential Loyalists"
14894,"3","Potential Loyalists"
14895,"4","Champions"
14896,"1","Average Customers"
14897,"3","Potential Loyalists"
14898,"3","Potential Loyalists"
14901,"3","Potential Loyalists"
14902,"3","Potential Loyalists"
14903,"3","Potential Loyalists"
14904,"3","Potential Loyalists"
14905,"1","Average Customers"
14907,"3","Potential Loyalists"
14908,"3","Potential Loyalists"
14910,"3","Potential Loyalists"
14911,"2","Champions"
14912,"3","Potential Loyalists"
14913,"3","Potential Loyalists"
14915,"3","Potential Loyalists"
14916,"3","Potential Loyalists"
14918,"3","Potential Loyalists"
14920,"1","Average Customers"
14921,"3","Potential Loyalists"
14923,"3","Potential Loyalists"
14924,"1","Average Customers"
14929,"3","Potential Loyalists"
14930,"3","Potential Loyalists"
14931,"3","Potential Loyalists"
14932,"1","Average Customers"
14934,"3","Potential Loyalists"
14935,"1","Average Customers"
14936,"3","Potential Loyalists"
14937,"3","Potential Loyalists"
14944,"3","Potential Loyalists"
14946,"3","Potential Loyalists"
14947,"3","Potential Loyalists"
14948,"3","Potential Loyalists"
14950,"3","Potential Loyalists"
14951,"3","Potential Loyalists"
14952,"3","Potential Loyalists"
14953,"3","Potential Loyalists"
14954,"3","Potential Loyalists"
14957,"1","Average Customers"
14958,"1","Average Customers"
14959,"3","Potential Loyalists"
14960,"3","Potential Loyalists"
14961,"3","Potential Loyalists"
14962,"1","Average Customers"
14963,"3","Potential Loyalists"
14964,"1","Average Customers"
14965,"3","Potential Loyalists"
14966,"3","Potential Loyalists"
14967,"3","Potential Loyalists"
14968,"3","Potential Loyalists"
14970,"3","Potential Loyalists"
14971,"3","Potential Loyalists"
14972,"3","Potential Loyalists"
14973,"3","Potential Loyalists"
14974,"3","Potential Loyalists"
14975,"3","Potential Loyalists"
14976,"3","Potential Loyalists"
14978,"3","Potential Loyalists"
14981,"1","Average Customers"
14984,"3","Potential Loyalists"
14985,"1","Average Customers"
14987,"3","Potential Loyalists"
14988,"1","Average Customers"
14995,"3","Potential Loyalists"
14997,"3","Potential Loyalists"
14998,"1","Average Customers"
15000,"3","Potential Loyalists"
15002,"3","Potential Loyalists"
15004,"1","Average Customers"
15005,"4","Champions"
15006,"3","Potential Loyalists"
15007,"1","Average Customers"
15009,"3","Potential Loyalists"
15010,"3","Potential Loyalists"
15012,"3","Potential Loyalists"
15014,"3","Potential Loyalists"
15016,"1","Average Customers"
15017,"3","Potential Loyalists"
15018,"3","Potential Loyalists"
15019,"1","Average Customers"
15021,"3","Potential Loyalists"
15022,"3","Potential Loyalists"
15023,"3","Potential Loyalists"
15024,"3","Potential Loyalists"
15025,"3","Potential Loyalists"
15026,"3","Potential Loyalists"
15027,"3","Potential Loyalists"
15028,"3","Potential Loyalists"
15030,"3","Potential Loyalists"
15031,"3","Potential Loyalists"
15032,"1","Average Customers"
15033,"3","Potential Loyalists"
15034,"3","Potential Loyalists"
15035,"3","Potential Loyalists"
15036,"3","Potential Loyalists"
15038,"3","Potential Loyalists"
15039,"4","Champions"
15041,"1","Average Customers"
15042,"1","Average Customers"
15043,"3","Potential Loyalists"
15044,"4","Champions"
15045,"1","Average Customers"
15046,"4","Champions"
15047,"1","Average Customers"
15048,"3","Potential Loyalists"
15049,"1","Average Customers"
15050,"3","Potential Loyalists"
15051,"3","Potential Loyalists"
15052,"1","Average Customers"
15053,"3","Potential Loyalists"
15054,"3","Potential Loyalists"
15057,"1","Average Customers"
15058,"3","Potential Loyalists"
15059,"3","Potential Loyalists"
15060,"3","Potential Loyalists"
15061,"4","Champions"
15062,"3","Potential Loyalists"
15063,"1","Average Customers"
15065,"3","Potential Loyalists"
15066,"3","Potential Loyalists"
15067,"3","Potential Loyalists"
15068,"3","Potential Loyalists"
15069,"1","Average Customers"
15070,"1","Average Customers"
15071,"3","Potential Loyalists"
15073,"3","Potential Loyalists"
15074,"3","Potential Loyalists"
15075,"3","Potential Loyalists"
15076,"1","Average Customers"
15078,"4","Champions"
15079,"1","Average Customers"
15081,"3","Potential Loyalists"
15083,"1","Average Customers"
15087,"1","Average Customers"
15088,"3","Potential Loyalists"
15089,"3","Potential Loyalists"
15090,"1","Average Customers"
15091,"3","Potential Loyalists"
15092,"1","Average Customers"
15093,"3","Potential Loyalists"
15095,"3","Potential Loyalists"
15096,"3","Potential Loyalists"
15097,"3","Potential Loyalists"
15098,"4","Champions"
15099,"3","Potential Loyalists"
15100,"1","Average Customers"
15101,"3","Potential Loyalists"
15103,"3","Potential Loyalists"
15104,"1","Average Customers"
15105,"3","Potential Loyalists"
15106,"3","Potential Loyalists"
15107,"1","Average Customers"
15108,"3","Potential Loyalists"
15109,"1","Average Customers"
15110,"3","Potential Loyalists"
15111,"3","Potential Loyalists"
15113,"3","Potential Loyalists"
15114,"3","Potential Loyalists"
15115,"3","Potential Loyalists"
15116,"3","Potential Loyalists"
15117,"3","Potential Loyalists"
15118,"3","Potential Loyalists"
15119,"1","Average Customers"
15120,"3","Potential Loyalists"
15121,"3","Potential Loyalists"
15122,"3","Potential Loyalists"
15123,"3","Potential Loyalists"
15124,"3","Potential Loyalists"
15125,"4","Champions"
15127,"3","Potential Loyalists"
15128,"3","Potential Loyalists"
15129,"3","Potential Loyalists"
15130,"1","Average Customers"
15132,"3","Potential Loyalists"
15133,"3","Potential Loyalists"
15134,"3","Potential Loyalists"
15135,"1","Average Customers"
15136,"3","Potential Loyalists"
15139,"1","Average Customers"
15140,"3","Potential Loyalists"
15142,"3","Potential Loyalists"
15143,"1","Average Customers"
15144,"4","Champions"
15145,"3","Potential Loyalists"
15146,"1","Average Customers"
15147,"1","Average Customers"
15148,"3","Potential Loyalists"
15149,"3","Potential Loyalists"
15150,"3","Potential Loyalists"
15152,"3","Potential Loyalists"
15153,"3","Potential Loyalists"
15154,"3","Potential Loyalists"
15156,"3","Potential Loyalists"
15157,"3","Potential Loyalists"
15158,"3","Potential Loyalists"
15159,"4","Champions"
15160,"1","Average Customers"
15163,"3","Potential Loyalists"
15164,"3","Potential Loyalists"
15165,"1","Average Customers"
15167,"1","Average Customers"
15168,"3","Potential Loyalists"
15171,"1","Average Customers"
15172,"3","Potential Loyalists"
15174,"1","Average Customers"
15175,"3","Potential Loyalists"
15178,"1","Average Customers"
15179,"3","Potential Loyalists"
15180,"1","Average Customers"
15181,"3","Potential Loyalists"
15182,"1","Average Customers"
15184,"3","Potential Loyalists"
15185,"3","Potential Loyalists"
15186,"3","Potential Loyalists"
15187,"4","Champions"
15189,"4","Champions"
15192,"3","Potential Loyalists"
15193,"3","Potential Loyalists"
15194,"4","Champions"
15195,"3","Potential Loyalists"
15197,"3","Potential Loyalists"
15198,"3","Potential Loyalists"
15199,"3","Potential Loyalists"
15201,"3","Potential Loyalists"
15203,"3","Potential Loyalists"
15204,"1","Average Customers"
15205,"3","Potential Loyalists"
15206,"3","Potential Loyalists"
15208,"3","Potential Loyalists"
15210,"1","Average Customers"
15211,"3","Potential Loyalists"
15212,"1","Average Customers"
15213,"1","Average Customers"
15214,"3","Potential Loyalists"
15215,"3","Potential Loyalists"
15216,"3","Potential Loyalists"
15218,"3","Potential Loyalists"
15219,"1","Average Customers"
15220,"3","Potential Loyalists"
15221,"1","Average Customers"
15222,"1","Average Customers"
15223,"1","Average Customers"
15224,"1","Average Customers"
15225,"1","Average Customers"
15226,"1","Average Customers"
15227,"3","Potential Loyalists"
15228,"3","Potential Loyalists"
15230,"1","Average Customers"
15232,"3","Potential Loyalists"
15234,"1","Average Customers"
15235,"1","Average Customers"
15236,"1","Average Customers"
15237,"3","Potential Loyalists"
15238,"3","Potential Loyalists"
15239,"3","Potential Loyalists"
15240,"3","Potential Loyalists"
15241,"3","Potential Loyalists"
15243,"3","Potential Loyalists"
15244,"3","Potential Loyalists"
15245,"3","Potential Loyalists"
15246,"1","Average Customers"
15247,"3","Potential Loyalists"
15249,"3","Potential Loyalists"
15251,"3","Potential Loyalists"
15252,"3","Potential Loyalists"
15253,"3","Potential Loyalists"
15254,"3","Potential Loyalists"
15255,"3","Potential Loyalists"
15256,"1","Average Customers"
15257,"1","Average Customers"
15258,"1","Average Customers"
15260,"3","Potential Loyalists"
15261,"3","Potential Loyalists"
15262,"1","Average Customers"
15263,"3","Potential Loyalists"
15264,"3","Potential Loyalists"
15265,"1","Average Customers"
15266,"1","Average Customers"
15267,"3","Potential Loyalists"
15269,"3","Potential Loyalists"
15270,"3","Potential Loyalists"
15271,"4","Champions"
15272,"3","Potential Loyalists"
15274,"3","Potential Loyalists"
15275,"3","Potential Loyalists"
15276,"3","Potential Loyalists"
15277,"3","Potential Loyalists"
15279,"1","Average Customers"
15280,"1","Average Customers"
15281,"3","Potential Loyalists"
15286,"3","Potential Loyalists"
15287,"3","Potential Loyalists"
15288,"3","Potential Loyalists"
15289,"3","Potential Loyalists"
15290,"4","Champions"
15291,"4","Champions"
15292,"1","Average Customers"
15296,"3","Potential Loyalists"
15297,"3","Potential Loyalists"
15298,"3","Potential Loyalists"
15299,"3","Potential Loyalists"
15300,"3","Potential Loyalists"
15301,"3","Potential Loyalists"
15303,"1","Average Customers"
15304,"3","Potential Loyalists"
15306,"3","Potential Loyalists"
15307,"3","Potential Loyalists"
15308,"1","Average Customers"
15311,"2","Champions"
15312,"3","Potential Loyalists"
15313,"3","Potential Loyalists"
15314,"1","Average Customers"
15315,"3","Potential Loyalists"
15316,"1","Average Customers"
15318,"3","Potential Loyalists"
15319,"1","Average Customers"
15320,"3","Potential Loyalists"
15321,"3","Potential Loyalists"
15322,"3","Potential Loyalists"
15325,"3","Potential Loyalists"
15326,"1","Average Customers"
15327,"3","Potential Loyalists"
15329,"3","Potential Loyalists"
15330,"3","Potential Loyalists"
15332,"1","Average Customers"
15333,"1","Average Customers"
15334,"1","Average Customers"
15335,"3","Potential Loyalists"
15339,"3","Potential Loyalists"
15341,"3","Potential Loyalists"
15342,"3","Potential Loyalists"
15343,"3","Potential Loyalists"
15344,"3","Potential Loyalists"
15345,"3","Potential Loyalists"
15346,"1","Average Customers"
15347,"1","Average Customers"
15348,"3","Potential Loyalists"
15349,"1","Average Customers"
15350,"1","Average Customers"
15351,"3","Potential Loyalists"
15353,"1","Average Customers"
15355,"3","Potential Loyalists"
15356,"3","Potential Loyalists"
15358,"4","Champions"
15360,"3","Potential Loyalists"
15361,"1","Average Customers"
15363,"1","Average Customers"
15364,"3","Potential Loyalists"
15365,"3","Potential Loyalists"
15366,"3","Potential Loyalists"
15367,"3","Potential Loyalists"
15368,"3","Potential Loyalists"
15370,"3","Potential Loyalists"
15372,"3","Potential Loyalists"
15373,"3","Potential Loyalists"
15374,"3","Potential Loyalists"
15376,"3","Potential Loyalists"
15379,"1","Average Customers"
15380,"3","Potential Loyalists"
15381,"1","Average Customers"
15382,"3","Potential Loyalists"
15384,"1","Average Customers"
15385,"3","Potential Loyalists"
15386,"1","Average Customers"
15388,"1","Average Customers"
15389,"1","Average Customers"
15392,"3","Potential Loyalists"
15393,"3","Potential Loyalists"
15394,"3","Potential Loyalists"
15395,"1","Average Customers"
15396,"3","Potential Loyalists"
15397,"1","Average Customers"
15398,"3","Potential Loyalists"
15399,"3","Potential Loyalists"
15400,"3","Potential Loyalists"
15402,"1","Average Customers"
15405,"1","Average Customers"
15406,"3","Potential Loyalists"
15407,"3","Potential Loyalists"
15408,"1","Average Customers"
15410,"3","Potential Loyalists"
15411,"3","Potential Loyalists"
15412,"1","Average Customers"
15414,"3","Potential Loyalists"
15415,"1","Average Customers"
15416,"3","Potential Loyalists"
15417,"3","Potential Loyalists"
15419,"3","Potential Loyalists"
15421,"3","Potential Loyalists"
15422,"1","Average Customers"
15423,"3","Potential Loyalists"
15424,"1","Average Customers"
15426,"3","Potential Loyalists"
15427,"3","Potential Loyalists"
15428,"3","Potential Loyalists"
15429,"3","Potential Loyalists"
15432,"3","Potential Loyalists"
15433,"1","Average Customers"
15434,"3","Potential Loyalists"
15435,"3","Potential Loyalists"
15436,"3","Potential Loyalists"
15437,"1","Average Customers"
15438,"3","Potential Loyalists"
15440,"3","Potential Loyalists"
15442,"1","Average Customers"
15443,"3","Potential Loyalists"
15444,"3","Potential Loyalists"
15445,"1","Average Customers"
15447,"1","Average Customers"
15448,"1","Average Customers"
15449,"3","Potential Loyalists"
15450,"3","Potential Loyalists"
15452,"3","Potential Loyalists"
15453,"3","Potential Loyalists"
15454,"1","Average Customers"
15456,"1","Average Customers"
15457,"1","Average Customers"
15458,"3","Potential Loyalists"
15460,"1","Average Customers"
15462,"3","Potential Loyalists"
15463,"3","Potential Loyalists"
15464,"1","Average Customers"
15465,"4","Champions"
15466,"3","Potential Loyalists"
15467,"3","Potential Loyalists"
15468,"3","Potential Loyalists"
15469,"3","Potential Loyalists"
15471,"3","Potential Loyalists"
15472,"3","Potential Loyalists"
15473,"3","Potential Loyalists"
15475,"3","Potential Loyalists"
15478,"3","Potential Loyalists"
15480,"3","Potential Loyalists"
15482,"4","Champions"
15483,"1","Average Customers"
15484,"3","Potential Loyalists"
15485,"3","Potential Loyalists"
15488,"3","Potential Loyalists"
15489,"3","Potential Loyalists"
15491,"3","Potential Loyalists"
15492,"3","Potential Loyalists"
15493,"3","Potential Loyalists"
15494,"3","Potential Loyalists"
15497,"3","Potential Loyalists"
15498,"4","Champions"
15500,"3","Potential Loyalists"
15502,"4","Champions"
15503,"1","Average Customers"
15504,"3","Potential Loyalists"
15505,"3","Potential Loyalists"
15506,"3","Potential Loyalists"
15507,"1","Average Customers"
15508,"1","Average Customers"
15510,"1","Average Customers"
15511,"3","Potential Loyalists"
15512,"1","Average Customers"
15513,"4","Champions"
15514,"3","Potential Loyalists"
15516,"3","Potential Loyalists"
15517,"1","Average Customers"
15518,"3","Potential Loyalists"
15520,"3","Potential Loyalists"
15521,"3","Potential Loyalists"
15522,"3","Potential Loyalists"
15523,"3","Potential Loyalists"
15524,"3","Potential Loyalists"
15525,"3","Potential Loyalists"
15526,"3","Potential Loyalists"
15527,"3","Potential Loyalists"
15528,"1","Average Customers"
15529,"3","Potential Loyalists"
15530,"3","Potential Loyalists"
15531,"3","Potential Loyalists"
15532,"3","Potential Loyalists"
15533,"3","Potential Loyalists"
15535,"1","Average Customers"
15537,"1","Average Customers"
15539,"3","Potential Loyalists"
15540,"3","Potential Loyalists"
15541,"3","Potential Loyalists"
15543,"1","Average Customers"
15544,"3","Potential Loyalists"
15545,"3","Potential Loyalists"
15547,"4","Champions"
15549,"3","Potential Loyalists"
15550,"3","Potential Loyalists"
15551,"3","Potential Loyalists"
15552,"1","Average Customers"
15553,"3","Potential Loyalists"
15554,"1","Average Customers"
15555,"4","Champions"
15556,"3","Potential Loyalists"
15557,"3","Potential Loyalists"
15561,"3","Potential Loyalists"
15562,"1","Average Customers"
15563,"3","Potential Loyalists"
15565,"3","Potential Loyalists"
15567,"3","Potential Loyalists"
15568,"3","Potential Loyalists"
15569,"3","Potential Loyalists"
15570,"3","Potential Loyalists"
15571,"3","Potential Loyalists"
15572,"3","Potential Loyalists"
15573,"3","Potential Loyalists"
15574,"1","Average Customers"
15576,"3","Potential Loyalists"
15577,"1","Average Customers"
15578,"1","Average Customers"
15579,"3","Potential Loyalists"
15581,"3","Potential Loyalists"
15582,"3","Potential Loyalists"
15584,"3","Potential Loyalists"
15585,"1","Average Customers"
15587,"3","Potential Loyalists"
15589,"1","Average Customers"
15592,"3","Potential Loyalists"
15593,"3","Potential Loyalists"
15594,"3","Potential Loyalists"
15596,"3","Potential Loyalists"
15597,"3","Potential Loyalists"
15598,"3","Potential Loyalists"
15599,"3","Potential Loyalists"
15601,"4","Champions"
15602,"3","Potential Loyalists"
15603,"3","Potential Loyalists"
15604,"3","Potential Loyalists"
15605,"3","Potential Loyalists"
15606,"3","Potential Loyalists"
15607,"1","Average Customers"
15608,"3","Potential Loyalists"
15609,"1","Average Customers"
15610,"3","Potential Loyalists"
15611,"3","Potential Loyalists"
15612,"3","Potential Loyalists"
15615,"4","Champions"
15618,"3","Potential Loyalists"
15619,"3","Potential Loyalists"
15620,"3","Potential Loyalists"
15621,"3","Potential Loyalists"
15622,"3","Potential Loyalists"
15623,"3","Potential Loyalists"
15624,"3","Potential Loyalists"
15625,"3","Potential Loyalists"
15626,"3","Potential Loyalists"
15628,"3","Potential Loyalists"
15630,"3","Potential Loyalists"
15632,"3","Potential Loyalists"
15634,"3","Potential Loyalists"
15636,"3","Potential Loyalists"
15637,"3","Potential Loyalists"
15639,"3","Potential Loyalists"
15640,"4","Champions"
15641,"3","Potential Loyalists"
15643,"1","Average Customers"
15644,"1","Average Customers"
15645,"3","Potential Loyalists"
15646,"1","Average Customers"
15648,"1","Average Customers"
15649,"1","Average Customers"
15651,"3","Potential Loyalists"
15652,"3","Potential Loyalists"
15653,"3","Potential Loyalists"
15654,"3","Potential Loyalists"
15655,"1","Average Customers"
15656,"3","Potential Loyalists"
15657,"3","Potential Loyalists"
15658,"1","Average Customers"
15659,"3","Potential Loyalists"
15660,"3","Potential Loyalists"
15661,"1","Average Customers"
15663,"3","Potential Loyalists"
15664,"3","Potential Loyalists"
15665,"1","Average Customers"
15667,"3","Potential Loyalists"
15668,"1","Average Customers"
15669,"3","Potential Loyalists"
15670,"1","Average Customers"
15671,"3","Potential Loyalists"
15673,"3","Potential Loyalists"
15674,"3","Potential Loyalists"
15675,"3","Potential Loyalists"
15676,"3","Potential Loyalists"
15677,"3","Potential Loyalists"
15678,"3","Potential Loyalists"
15679,"3","Potential Loyalists"
15680,"3","Potential Loyalists"
15681,"3","Potential Loyalists"
15683,"3","Potential Loyalists"
15687,"3","Potential Loyalists"
15689,"3","Potential Loyalists"
15690,"3","Potential Loyalists"
15691,"1","Average Customers"
15692,"3","Potential Loyalists"
15694,"4","Champions"
15695,"1","Average Customers"
15696,"3","Potential Loyalists"
15699,"3","Potential Loyalists"
15700,"1","Average Customers"
15701,"3","Potential Loyalists"
15703,"1","Average Customers"
15704,"3","Potential Loyalists"
15705,"1","Average Customers"
15706,"3","Potential Loyalists"
15707,"3","Potential Loyalists"
15708,"3","Potential Loyalists"
15709,"1","Average Customers"
15712,"3","Potential Loyalists"
15713,"3","Potential Loyalists"
15714,"3","Potential Loyalists"
15716,"3","Potential Loyalists"
15717,"1","Average Customers"
15719,"3","Potential Loyalists"
15720,"3","Potential Loyalists"
15721,"3","Potential Loyalists"
15722,"3","Potential Loyalists"
15723,"1","Average Customers"
15724,"1","Average Customers"
15725,"3","Potential Loyalists"
15727,"3","Potential Loyalists"
15729,"1","Average Customers"
15730,"3","Potential Loyalists"
15732,"1","Average Customers"
15733,"1","Average Customers"
15734,"3","Potential Loyalists"
15737,"3","Potential Loyalists"
15738,"4","Champions"
15739,"3","Potential Loyalists"
15740,"3","Potential Loyalists"
15743,"3","Potential Loyalists"
15744,"3","Potential Loyalists"
15745,"3","Potential Loyalists"
15746,"3","Potential Loyalists"
15747,"3","Potential Loyalists"
15748,"3","Potential Loyalists"
15749,"4","Champions"
15750,"3","Potential Loyalists"
15752,"3","Potential Loyalists"
15753,"1","Average Customers"
15754,"3","Potential Loyalists"
15755,"3","Potential Loyalists"
15756,"3","Potential Loyalists"
15757,"3","Potential Loyalists"
15758,"3","Potential Loyalists"
15759,"1","Average Customers"
15762,"3","Potential Loyalists"
15763,"3","Potential Loyalists"
15764,"3","Potential Loyalists"
15766,"3","Potential Loyalists"
15768,"3","Potential Loyalists"
15769,"4","Champions"
15773,"3","Potential Loyalists"
15774,"3","Potential Loyalists"
15775,"1","Average Customers"
15776,"3","Potential Loyalists"
15777,"1","Average Customers"
15780,"1","Average Customers"
15781,"3","Potential Loyalists"
15782,"3","Potential Loyalists"
15783,"3","Potential Loyalists"
15785,"3","Potential Loyalists"
15786,"3","Potential Loyalists"
15787,"3","Potential Loyalists"
15789,"1","Average Customers"
15790,"3","Potential Loyalists"
15791,"3","Potential Loyalists"
15793,"3","Potential Loyalists"
15795,"1","Average Customers"
15796,"3","Potential Loyalists"
15797,"3","Potential Loyalists"
15799,"3","Potential Loyalists"
15800,"3","Potential Loyalists"
15801,"3","Potential Loyalists"
15802,"3","Potential Loyalists"
15803,"3","Potential Loyalists"
15804,"3","Potential Loyalists"
15805,"4","Champions"
15806,"3","Potential Loyalists"
15807,"3","Potential Loyalists"
15808,"1","Average Customers"
15809,"3","Potential Loyalists"
15810,"3","Potential Loyalists"
15811,"3","Potential Loyalists"
15812,"3","Potential Loyalists"
15813,"1","Average Customers"
15814,"3","Potential Loyalists"
15815,"3","Potential Loyalists"
15819,"3","Potential Loyalists"
15820,"1","Average Customers"
15821,"3","Potential Loyalists"
15822,"3","Potential Loyalists"
15823,"1","Average Customers"
15825,"1","Average Customers"
15826,"3","Potential Loyalists"
15827,"3","Potential Loyalists"
15829,"3","Potential Loyalists"
15830,"3","Potential Loyalists"
15831,"3","Potential Loyalists"
15832,"1","Average Customers"
15834,"3","Potential Loyalists"
15835,"3","Potential Loyalists"
15836,"3","Potential Loyalists"
15837,"3","Potential Loyalists"
15838,"4","Champions"
15839,"3","Potential Loyalists"
15840,"3","Potential Loyalists"
15841,"3","Potential Loyalists"
15843,"1","Average Customers"
15844,"3","Potential Loyalists"
15845,"3","Potential Loyalists"
15847,"3","Potential Loyalists"
15850,"3","Potential Loyalists"
15852,"1","Average Customers"
15853,"3","Potential Loyalists"
15854,"3","Potential Loyalists"
15855,"3","Potential Loyalists"
15856,"4","Champions"
15857,"3","Potential Loyalists"
15858,"3","Potential Loyalists"
15860,"3","Potential Loyalists"
15861,"3","Potential Loyalists"
15862,"3","Potential Loyalists"
15863,"3","Potential Loyalists"
15864,"3","Potential Loyalists"
15865,"3","Potential Loyalists"
15866,"3","Potential Loyalists"
15867,"4","Champions"
15869,"1","Average Customers"
15870,"3","Potential Loyalists"
15872,"3","Potential Loyalists"
15874,"3","Potential Loyalists"
15877,"3","Potential Loyalists"
15880,"1","Average Customers"
15881,"1","Average Customers"
15882,"1","Average Customers"
15883,"3","Potential Loyalists"
15885,"3","Potential Loyalists"
15886,"3","Potential Loyalists"
15888,"3","Potential Loyalists"
15889,"1","Average Customers"
15891,"1","Average Customers"
15894,"1","Average Customers"
15895,"1","Average Customers"
15897,"1","Average Customers"
15898,"3","Potential Loyalists"
15899,"1","Average Customers"
15900,"3","Potential Loyalists"
15901,"3","Potential Loyalists"
15903,"3","Potential Loyalists"
15904,"3","Potential Loyalists"
15906,"3","Potential Loyalists"
15907,"3","Potential Loyalists"
15909,"1","Average Customers"
15910,"3","Potential Loyalists"
15912,"1","Average Customers"
15916,"3","Potential Loyalists"
15917,"1","Average Customers"
15918,"1","Average Customers"
15919,"3","Potential Loyalists"
15920,"1","Average Customers"
15921,"1","Average Customers"
15922,"1","Average Customers"
15923,"1","Average Customers"
15925,"1","Average Customers"
15930,"3","Potential Loyalists"
15932,"3","Potential Loyalists"
15933,"3","Potential Loyalists"
15935,"1","Average Customers"
15937,"3","Potential Loyalists"
15938,"3","Potential Loyalists"
15939,"4","Champions"
15940,"1","Average Customers"
15942,"3","Potential Loyalists"
15944,"1","Average Customers"
15945,"1","Average Customers"
15947,"3","Potential Loyalists"
15948,"3","Potential Loyalists"
15949,"3","Potential Loyalists"
15950,"3","Potential Loyalists"
15951,"3","Potential Loyalists"
15952,"3","Potential Loyalists"
15953,"3","Potential Loyalists"
15955,"3","Potential Loyalists"
15957,"3","Potential Loyalists"
15958,"3","Potential Loyalists"
15963,"3","Potential Loyalists"
15965,"3","Potential Loyalists"
15967,"3","Potential Loyalists"
15969,"3","Potential Loyalists"
15970,"1","Average Customers"
15971,"3","Potential Loyalists"
15973,"1","Average Customers"
15974,"3","Potential Loyalists"
15975,"3","Potential Loyalists"
15976,"1","Average Customers"
15977,"3","Potential Loyalists"
15978,"3","Potential Loyalists"
15980,"3","Potential Loyalists"
15981,"3","Potential Loyalists"
15983,"3","Potential Loyalists"
15984,"3","Potential Loyalists"
15985,"3","Potential Loyalists"
15986,"3","Potential Loyalists"
15987,"3","Potential Loyalists"
15988,"3","Potential Loyalists"
15990,"3","Potential Loyalists"
15992,"3","Potential Loyalists"
15993,"3","Potential Loyalists"
15994,"3","Potential Loyalists"
15996,"3","Potential Loyalists"
15998,"3","Potential Loyalists"
16000,"3","Potential Loyalists"
16003,"3","Potential Loyalists"
16005,"3","Potential Loyalists"
16006,"1","Average Customers"
16007,"3","Potential Loyalists"
16008,"3","Potential Loyalists"
16009,"3","Potential Loyalists"
16010,"1","Average Customers"
16011,"4","Champions"
16012,"3","Potential Loyalists"
16013,"4","Champions"
16014,"3","Potential Loyalists"
16015,"3","Potential Loyalists"
16016,"3","Potential Loyalists"
16017,"3","Potential Loyalists"
16018,"3","Potential Loyalists"
16019,"3","Potential Loyalists"
16020,"3","Potential Loyalists"
16022,"1","Average Customers"
16023,"3","Potential Loyalists"
16024,"3","Potential Loyalists"
16025,"3","Potential Loyalists"
16026,"3","Potential Loyalists"
16027,"3","Potential Loyalists"
16029,"2","Champions"
16030,"1","Average Customers"
16031,"3","Potential Loyalists"
16033,"4","Champions"
16034,"1","Average Customers"
16036,"3","Potential Loyalists"
16037,"1","Average Customers"
16038,"3","Potential Loyalists"
16040,"3","Potential Loyalists"
16041,"3","Potential Loyalists"
16042,"3","Potential Loyalists"
16043,"3","Potential Loyalists"
16045,"3","Potential Loyalists"
16048,"1","Average Customers"
16049,"3","Potential Loyalists"
16050,"1","Average Customers"
16052,"3","Potential Loyalists"
16053,"3","Potential Loyalists"
16054,"1","Average Customers"
16055,"1","Average Customers"
16056,"3","Potential Loyalists"
16057,"3","Potential Loyalists"
16059,"3","Potential Loyalists"
16062,"3","Potential Loyalists"
16063,"1","Average Customers"
16065,"1","Average Customers"
16066,"3","Potential Loyalists"
16070,"3","Potential Loyalists"
16071,"3","Potential Loyalists"
16072,"1","Average Customers"
16073,"1","Average Customers"
16076,"3","Potential Loyalists"
16078,"1","Average Customers"
16079,"3","Potential Loyalists"
16080,"3","Potential Loyalists"
16081,"3","Potential Loyalists"
16083,"3","Potential Loyalists"
16084,"1","Average Customers"
16085,"3","Potential Loyalists"
16086,"3","Potential Loyalists"
16091,"1","Average Customers"
16092,"3","Potential Loyalists"
16093,"3","Potential Loyalists"
16094,"3","Potential Loyalists"
16096,"1","Average Customers"
16097,"1","Average Customers"
16098,"3","Potential Loyalists"
16099,"3","Potential Loyalists"
16101,"3","Potential Loyalists"
16102,"3","Potential Loyalists"
16103,"3","Potential Loyalists"
16104,"3","Potential Loyalists"
16105,"1","Average Customers"
16106,"3","Potential Loyalists"
16107,"3","Potential Loyalists"
16108,"3","Potential Loyalists"
16109,"1","Average Customers"
16110,"3","Potential Loyalists"
16112,"3","Potential Loyalists"
16113,"1","Average Customers"
16114,"1","Average Customers"
16115,"3","Potential Loyalists"
16116,"1","Average Customers"
16117,"1","Average Customers"
16119,"3","Potential Loyalists"
16120,"3","Potential Loyalists"
16121,"3","Potential Loyalists"
16122,"3","Potential Loyalists"
16123,"3","Potential Loyalists"
16124,"1","Average Customers"
16125,"1","Average Customers"
16126,"3","Potential Loyalists"
16127,"3","Potential Loyalists"
16128,"3","Potential Loyalists"
16131,"3","Potential Loyalists"
16133,"4","Champions"
16134,"3","Potential Loyalists"
16135,"1","Average Customers"
16136,"3","Potential Loyalists"
16139,"3","Potential Loyalists"
16140,"3","Potential Loyalists"
16141,"3","Potential Loyalists"
16142,"1","Average Customers"
16143,"3","Potential Loyalists"
16144,"1","Average Customers"
16145,"3","Potential Loyalists"
16146,"1","Average Customers"
16147,"3","Potential Loyalists"
16148,"1","Average Customers"
16149,"3","Potential Loyalists"
